dataset_name,adaptation_method,run_name,model_name,image_size,setting,n_train,k,threshold,positive_neighbors_needed,runs,classes_with_positive_train_examples_mean,mean_auc_mean,mean_auc_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,mean_accuracy_mean,exact_match_accuracy_mean
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,2-img,2,1,0.5,1,10,1.5,0.5022916873026961,0.0032076891895742245,0.01718491803704018,0.020203476783872038,0.06834822929967846,0.08746160622688832,0.9140144907236449,0.33524378286834833
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.01,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.03,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.05,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.1,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.15,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.2,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.3,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,1,0.5,1,10,3.1,0.503471565755062,0.00357238592196382,0.02411173775874602,0.018565599624953612,0.07719820724382145,0.06335007274872313,0.9136929698343372,0.3408949104198235
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.01,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.03,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.05,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.1,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.15,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.2,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.3,1,10,3.1,0.502035169911158,0.0032089464105527583,0.03431090787656251,0.01981418304843037,0.13213758920952778,0.06778648686612812,0.827671170081367,0.1155539709421517
chestmnist,frozen_feature_knn,dinov2_large_224,facebook/dinov2-large,224,5-img,5,3,0.5,2,10,3.1,0.502035169911158,0.0032089464105527583,0.007969888792855805,0.014245811588691613,0.04853949792233203,0.0892861332130809,0.93771662867839,0.44783848827881273
