dataset_name,run_name,model_name,image_size,setting,seed,n_train,k,threshold,positive_neighbors_needed,neighbor_fraction,classes_with_positive_train_examples,mean_auc,mean_accuracy,exact_match_accuracy,f1_macro,f1_micro
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,100-img,9,100,20,0.05,1,0.2,13,0.5460822943999408,0.46095908726267937,0.0,0.09754253263969911,0.13376441338667266
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,0,500,50,0.05,3,0.1,14,0.5727578266144847,0.7004571326703424,0.0017826900793297086,0.10492023635676452,0.18302424116135305
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,1,500,50,0.05,3,0.1,13,0.5919236060081781,0.7016986489755899,0.0031197076388269898,0.11020829153430615,0.18808810023047465
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,2,500,50,0.05,3,0.1,13,0.5717785996179856,0.6731883412068811,0.0008022105356983688,0.09538875925525687,0.17257443138772025
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,3,500,50,0.05,3,0.1,13,0.5920154137411782,0.7384475316109151,0.021481415455922987,0.11003443898699695,0.1964282221309391
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,4,500,50,0.05,3,0.1,13,0.5834692897883341,0.7063782104338303,0.013013637579106872,0.10800208824973213,0.18166654837106963
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,5,500,50,0.05,3,0.1,14,0.584597315786129,0.7127513274674341,0.003297976646759961,0.10300409318721042,0.19201633267071402
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,6,500,50,0.05,3,0.1,14,0.5908200760517115,0.6863420472922211,0.003297976646759961,0.10653796503366289,0.18471875155145878
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,7,500,50,0.05,3,0.1,14,0.5913445986921471,0.6740860529968293,0.001871824583296194,0.10523437897198198,0.18077649393464135
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,8,500,50,0.05,3,0.1,14,0.578726770529453,0.7119109164300357,0.005793742757821553,0.10749870724498653,0.18459985944173138
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,500-img,9,500,50,0.05,3,0.1,14,0.5955744529779275,0.6714438516292514,0.003743649166592388,0.10359531068835513,0.1756784818618916
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,0,1000,50,0.05,3,0.05,14,0.5920106148277907,0.7057988361580482,0.007130760317318834,0.1125521102831523,0.1904094468875379
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,1,1000,50,0.05,3,0.05,13,0.5952059761490818,0.7086129397832758,0.0030305731348605047,0.10827834186642701,0.18880164483595951
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,2,1000,50,0.05,3,0.05,14,0.5892880199119988,0.6843938217055251,0.004724128710223727,0.10225898175762527,0.17957332715446617
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,3,1000,50,0.05,3,0.05,14,0.5990447987716586,0.696993620516216,0.007130760317318834,0.11274451273532206,0.1868785238339313
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,4,1000,50,0.05,3,0.05,13,0.5843141349180393,0.6934728076095399,0.009804795436313397,0.10928787840978924,0.18060826795105264
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,5,1000,50,0.05,3,0.05,14,0.5925168083131862,0.7229763284224466,0.0073981638292182905,0.1139673610499299,0.19544756938666075
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,6,1000,50,0.05,3,0.05,14,0.6006550854976637,0.6836616454229432,0.003565380158659417,0.11081924665814943,0.1836821870995301
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,7,1000,50,0.05,3,0.05,14,0.5932278761451574,0.6772503278876396,0.0024066316070951066,0.10959669133396613,0.18212032719704427
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,8,1000,50,0.05,3,0.05,14,0.593141248086134,0.7011256414500912,0.009180853908547998,0.11016645554297293,0.18672580170128722
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,1000-img,9,1000,50,0.05,3,0.05,14,0.5967702333628713,0.6813632485706647,0.004634994206257242,0.10848733506503465,0.1791402187997179
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,0,5000,100,0.05,5,0.02,14,0.6252015985646696,0.7300561547374987,0.010250467956145823,0.12116277574902844,0.204178163184864
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,1,5000,100,0.05,5,0.02,14,0.6205360120182842,0.747150879248214,0.02121401194402353,0.11786193313302597,0.21001750477402928
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,2,5000,100,0.05,5,0.02,14,0.6240620667050151,0.7351177212127384,0.006417684285586951,0.11557871973364713,0.2053025672371638
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,3,5000,100,0.05,5,0.02,14,0.6198074398244448,0.7525371499879031,0.01729209376949817,0.1149953873143268,0.21089816469059608
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,4,5000,100,0.05,5,0.02,14,0.6113809721805524,0.7306609960144144,0.008913450396648542,0.11669141537178528,0.20319445490846078
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,5,5000,100,0.05,5,0.02,14,0.6318498050886632,0.7560961633962792,0.015242000178269008,0.11867264408014352,0.21579906245522099
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,6,5000,100,0.05,5,0.02,14,0.631427864523791,0.7268409458444222,0.010072198948212853,0.11977472911745636,0.20335710041592395
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,7,5000,100,0.05,5,0.02,14,0.6307571950812941,0.7261788038149567,0.00971566093234691,0.12168777792449167,0.20426287744227353
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,8,5000,100,0.05,5,0.02,14,0.6202123904524379,0.7372251155565176,0.010696140475978251,0.11619537292170115,0.20535628333237066
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,5000-img,9,5000,100,0.05,5,0.02,14,0.6186143740409775,0.7330230603695262,0.010607005972011765,0.11452619328104317,0.20280983251268989
chestmnist,dinov3_large_224,facebook/dinov3-vitl16-pretrain-lvd1689m,224,full,full,78468,2000,0.05,100,0.0254880970586736,14,0.6867835880599573,0.7178829281957902,0.0039219181745253585,0.1182253916031754,0.2070187369136885
